"id","person_id","email","password_hash","is_superadmin","is_locked","status","expired_at","created_at","updated_at","deleted_at","deleted_reason"
"263cd399-a333-4087-8731-9edf9373e5b3","100e3b90-f158-4250-9513-c33e0f266a79","test_56156c6b@test.local","$2b$12$HZXOIHBuun86KxXbpg5PI.tmL03bU5laqrswqb65VRHNfgkSSh.0O","false","false","ativo",,"2026-01-08 20:54:07.818605+00","2026-01-08 20:54:07.818605+00",,
"27407296-064b-4368-a735-8d3cb00845f9","e181274b-e5ee-4452-a10a-0ee06c1a11ca","test_196edc27@test.local","$2b$12$SJCrddHAlks/wiqPX9CqoetfGp3njrtJyPDeImd/bUK.CcLjlNOeu","false","false","ativo",,"2026-01-08 21:12:46.862183+00","2026-01-08 21:12:46.862183+00",,
"27573cd3-7bec-4bc6-9b23-41045ed97455","329ff4cf-4ccc-4807-b43f-02dd394e047f","test_1000224f@test.local","$2b$12$pa7HZQEwTKJDpjX/xdjPuOxBaVN52q5sV38g2hX/NJYHTChg8sDFy","false","false","ativo",,"2026-01-08 23:13:30.0025+00","2026-01-08 23:13:30.0025+00",,
"2809fdc8-e56b-41f0-b7f4-3d557d7c28b9","c883d109-4b48-4c17-93d3-925c9f2ed878","test_174dbec8@test.local","$2b$12$R18XCHl/r0Hzm3aaK8A5vOGXzgc0Qj/8Zu8NQGFdm/95H6b3GPcgK","false","false","ativo",,"2026-01-08 20:53:56.00665+00","2026-01-08 20:53:56.00665+00",,
"28a6ac47-a666-4647-9eb0-43eafd70e00b","4985670b-a962-44c7-a70e-202a46988032","test_24958b07@test.local","$2b$12$cy4YCWOW9iQ/cYw/LgQfvePMrsk8Y0rkluQfr0fJtCZyh7QTPEf6i","false","false","ativo",,"2026-01-08 21:08:36.989671+00","2026-01-08 21:08:36.989671+00",,
"2931e744-cbde-4a33-985c-281649e6efed","8b8a728e-353b-490f-a886-3eed0fee1d80","e2e_invite_1768017420390_nhvgzs@teste.com",,"false","false","inativo",,"2026-01-10 03:57:00.976621+00","2026-01-10 03:57:00.976621+00",,
"2967943d-219d-467b-858d-14a33b9da218","20bbaa8f-b446-49a4-94b3-05a2d2b3d9fd","test_2ac61549@test.local","$2b$12$IAGx64phphzXJBrpIx6T4u5WVfqL8I5Xk.hAD.b3jmAGbbSP7OOcy","false","false","ativo",,"2026-01-08 23:25:15.100452+00","2026-01-08 23:25:15.100452+00",,
"29d5aa29-3b22-4b1d-be51-fddb8f121382","0cf00f21-3904-4717-bc06-828bdadadd70","e2e_invite_1768017017109_fj41d8@teste.com",,"false","false","inativo",,"2026-01-10 03:50:17.727666+00","2026-01-10 03:50:17.727666+00",,
"29dd3ae1-4d4c-41b7-87ed-236998b73aef","9e47816d-3ca8-471e-825e-f2344d6b2b32","test_49698c07@test.local","$2b$12$WHS35Nit4pmu.BrypVQfvOvmp8kyqGmbYPaELIPG/ewSnSoWVeKnW","false","false","ativo",,"2026-01-08 22:10:53.78498+00","2026-01-08 22:10:53.78498+00",,
"2b1c1c12-18b0-4268-a599-70b4c33032f8","bacbf063-2f11-4b19-953e-9230ad5a397a","test_e109fb58@test.local","$2b$12$ei73COKLvnQl6eIYLTnwg.ORKywliatPpVbDL0n9EbeBAp5lX31ui","false","false","ativo",,"2026-01-08 22:06:21.227323+00","2026-01-08 22:06:21.227323+00",,
"2b2fff4d-c59b-4536-b952-a9856e384dcb","16078d1f-6708-4b31-b563-9c6e39449dde","test_0c2f793d@test.local","$2b$12$Z7pHRa2u58elhN2pFzZY8eumcJ7ayoR0OQ24qj3zd3H48WdxbCDB.","false","false","ativo",,"2026-01-08 23:13:26.77821+00","2026-01-08 23:13:26.77821+00",,
"2bf5faf5-c798-4af0-ae89-8a7d2a35bf7b","1e241d15-f911-49a1-985f-385d92f0ed9f","test_eabba093@test.local","$2b$12$3PFy5tFBpdwNc8VBYBmR1OOsvBkqaCaiWpMI/OjXyOIE9fQbiQ7OS","false","false","ativo",,"2026-01-08 22:06:12.855324+00","2026-01-08 22:06:12.855324+00",,
"2c7c2bdd-73ca-4376-857e-169789d9cf93","30ad2eaf-da87-4bbb-9b8b-6bf6346f59cc","test_b3ac157a@test.local","$2b$12$cQsU/HGwCwMimHgpN20z/eSU6Kc6N1pBNZrwjotDABc5DbzAU.UY.","false","false","ativo",,"2026-01-08 23:13:33.246313+00","2026-01-08 23:13:33.246313+00",,
"2c81352a-8ed7-4063-8077-26b9edab10f0","fc572e06-4d19-4b32-8540-9010208f9b2a","test_81ca0b15@test.local","$2b$12$Wd7FCYhgqMvMYMAlkx.RGecUVKV2Nu50eD7ZESMuxJSR6s1mVgNJ.","false","false","ativo",,"2026-01-08 23:52:41.862065+00","2026-01-08 23:52:41.862065+00",,
"2e07d793-0df9-45ed-836c-387ff3b7232c","eed14b74-9b2a-45f5-8f9b-6aa1f23e22cd","test_b310ccc9@test.local","$2b$12$ZAJ29hop6dUi5bH5QnrPbuLp2hC1ZgLDnLAmhgmgUJv9g.MOt.3ZK","false","false","ativo",,"2026-01-08 21:08:00.360484+00","2026-01-08 21:08:00.360484+00",,
"2eba6a15-d8f4-4a0c-8171-0dde87769223","b64bed72-982f-4dd4-b50e-ed4e34823a23","test_a06273dd@test.local","$2b$12$hmc3tTnysJ.NReFXcVUAbOzpMwXqdq2/UCSAmoW5UR3/XOQ1x8MoW","false","false","ativo",,"2026-01-08 21:08:21.765639+00","2026-01-08 21:08:21.765639+00",,
"2f5e3ba1-dcd8-40ea-8f20-4d990f40622e","2bc328be-8add-4882-acd4-ec01712dc57a","test_c82ae6e0@test.local","$2b$12$tMAEWBxa8PDJgdeXLVLI0OtQApErvIlgUbbj.bVLbq0XsnNiOb5UW","false","false","ativo",,"2026-01-08 19:59:26.116612+00","2026-01-08 19:59:26.116612+00",,
"2fedff6c-f05c-4e02-86da-2ee0cc3cf428","fc358e60-e301-45cc-847c-47a0399f6eaa","test_ea9a64c5@test.local","$2b$12$mA0Pog3cg7G58UnJ0TzVAuN9UXteu14LM8qUAMhcf8VwELtLORDe.","false","false","ativo",,"2026-01-08 21:31:33.361702+00","2026-01-08 21:31:33.361702+00",,
"3026d22a-ef4d-4cc3-84a6-772ee2fb0194","36699323-3b9b-4bfe-b285-37848773f487","test_617943e2@test.local","$2b$12$lVGjo/rbOrcW1vbrb93oN.M.hTanKt0cujJ/dnZsVejnmmsDDAfmy","false","false","ativo",,"2026-01-08 21:29:52.823506+00","2026-01-08 21:29:52.823506+00",,
"305ecdb2-cb4f-40d0-9b00-004d42ff04cf","7e0a1ab4-3c12-427b-ad93-8b3987ffd6d7","test_dcca5154@test.local","$2b$12$avCb2nU33brtktl1ohbJ1uNJUkO9E5Th1VEa4U3jB4mhCJfmg5T4W","false","false","ativo",,"2026-01-08 19:59:12.256784+00","2026-01-08 19:59:12.256784+00",,
"30f0ee57-832b-4257-9a02-b55b7fc9c5a7","65d3e93a-8e0c-434b-8b2e-62c05811bb4a","pendente.teste.221120@hbtrack.com",,"false","false","inativo",,"2026-01-07 01:11:22.184832+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production"
"310e7845-f6f0-4371-ac93-70e0cdda2bed","976d6662-cfa7-451e-9f30-d91daef82574","test_f66dbf5a@test.local","$2b$12$H61N2TzGXfIS/VsMbpWM2.mpAIZAlVLGLmlQ9BQZaK2y8.KUYNI6W","false","false","ativo",,"2026-01-08 23:42:34.733725+00","2026-01-08 23:42:34.733725+00",,
"32adca90-6ab6-43de-8d11-006acd5a6631","ac8a218b-846d-40ee-8ede-9014f2fac565","test_8d98f83f@test.local","$2b$12$H0v6EM1jjjbTWuJWMOt6VOWZ1XUed/nRIcuP9hhePK7A/tkWwawYm","false","false","ativo",,"2026-01-08 22:00:01.459693+00","2026-01-08 22:00:01.459693+00",,
"342dba75-933a-426b-93ed-37a6e8b16ad0","135165fa-5b5a-4cc9-aea7-dd220d4028f2","e2e_invite_1768017307362_do04f8@teste.com",,"false","false","inativo",,"2026-01-10 03:55:08.040858+00","2026-01-10 03:55:08.040858+00",,
"3469c968-f08e-4b13-84b3-a5d858d12570","6bf5584d-ca6c-4826-9b0a-f81b6686057b","test_2e05f444@test.local","$2b$12$hsUpEnWQXl2or/W5Wg8mH.huosRhBSK4/4BPZ5EkfwkBXbS03kWcK","false","false","ativo",,"2026-01-08 22:45:43.205314+00","2026-01-08 22:45:43.205314+00",,
