"id","full_name","birth_date","created_at","updated_at","deleted_at","deleted_reason","first_name","last_name","gender","nationality","notes"
"1ebb23e1-0bfe-443b-aa0a-741310fa1734","Test User 0c33559f","1990-01-01","2026-01-08 23:43:14.265172+00","2026-01-08 23:43:14.265172+00",,,"Test","User0c33559f","masculino","brasileira",
"1f16db9a-7110-4bc9-9c16-26ca06f65bec","Test User f24e7841","1990-01-01","2026-01-08 21:23:58.47165+00","2026-01-08 21:23:58.47165+00",,,"Test","Userf24e7841","masculino","brasileira",
"1f66f484-4a5d-4b0e-8bc7-ae9f8c988b90","Test User d7f949bc","1990-01-01","2026-01-08 23:13:19.418205+00","2026-01-08 23:13:19.418205+00",,,"Test","Userd7f949bc","masculino","brasileira",
"20bbaa8f-b446-49a4-94b3-05a2d2b3d9fd","Test User 2ac61549","1990-01-01","2026-01-08 23:25:15.100452+00","2026-01-08 23:25:15.100452+00",,,"Test","User2ac61549","masculino","brasileira",
"22257de2-9fad-4917-9d8f-4ef2a86fd57d","Test User 12e18481","1990-01-01","2026-01-08 19:59:20.744638+00","2026-01-08 19:59:20.744638+00",,,"Test","User12e18481","masculino","brasileira",
"240642bb-b199-4492-841e-c47e80b4e99b","Test User 20e0be12","1990-01-01","2026-01-08 21:29:55.999275+00","2026-01-08 21:29:55.999275+00",,,"Test","User20e0be12","masculino","brasileira",
"242ed6cd-67f3-498f-9ef4-0adcc0e59945","Test User 217caf94","1990-01-01","2026-01-08 21:19:06.853984+00","2026-01-08 21:19:06.853984+00",,,"Test","User217caf94","masculino","brasileira",
"260a39e9-6a19-40b8-90ef-1397226fcc6e","Testes.Handebol","2026-01-09","2026-01-09 02:11:45.450349+00","2026-01-09 02:11:45.450349+00",,,"Testes.Handebol","","feminino","brasileira",
"26372d46-653b-495d-be38-5f91c9811790","Test User ecc03eb7","1990-01-01","2026-01-08 22:46:23.781267+00","2026-01-08 22:46:23.781267+00",,,"Test","Userecc03eb7","masculino","brasileira",
"2648fbe1-4347-44ca-8bd4-93060b20f3cf","Test User ffe9b75a","1990-01-01","2026-01-08 19:57:19.132755+00","2026-01-08 19:57:19.132755+00",,,"Test","Userffe9b75a","masculino","brasileira",
"264fa46b-7be6-4765-af41-96b2e8792df3","Coach de Teste",,"2026-01-01 01:43:00.652595+00","2026-01-01 01:43:40.161839+00","2025-12-31 22:43:42.252027+00","E2E Test cleanup","Coach","de Teste","masculino","brasileira",
"26be2f4b-f622-4074-b85a-44d0b42b05a0","Test User 060ec791","1990-01-01","2026-01-08 20:53:39.335381+00","2026-01-08 20:53:39.335381+00",,,"Test","User060ec791","masculino","brasileira",
"283af5a7-6b26-430d-8804-fd4759cff3f8","Test User d4df15c6","1990-01-01","2026-01-08 22:21:23.271389+00","2026-01-08 22:21:23.271389+00",,,"Test","Userd4df15c6","masculino","brasileira",
"2842fc0d-0cd7-4020-a9e8-fc1806ff47e9","Remove.1767939494943","2026-01-09","2026-01-09 06:18:15.131671+00","2026-01-09 06:18:15.131671+00",,,"Remove.1767939494943","","feminino","brasileira",
"28e66c5f-2aaf-4156-9443-845ca58ef505","Daniela Costa Sermenho do Nascimento","1984-09-18","2025-12-28 22:48:34.959588+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Daniela","Costa Sermenho do Nascimento",,"brasileira",
"295cd848-045c-484d-8f9a-b5d5fcf80522","Atleta Smoke","2005-01-01","2026-01-01 02:51:56.324902+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Atleta","Smoke","feminino","brasileira",
"2a64bf68-85dd-431d-8bc9-7ee53ab45073","Stpgrcie",,"2026-01-06 14:42:09.672756+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Stpgrcie","",,"brasileira",
"2bc328be-8add-4882-acd4-ec01712dc57a","Test User c82ae6e0","1990-01-01","2026-01-08 19:59:26.116612+00","2026-01-08 19:59:26.116612+00",,,"Test","Userc82ae6e0","masculino","brasileira",
"2c8334e7-d3f3-4c47-92b3-dab327e6ab29","Coach de Teste",,"2026-01-01 01:34:20.677098+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Coach","de Teste","masculino","brasileira",
"2d6fdeee-0c00-4cca-b557-44721e950183","Test User deb624ad","1990-01-01","2026-01-08 23:43:11.08532+00","2026-01-08 23:43:11.08532+00",,,"Test","Userdeb624ad","masculino","brasileira",
"2e637564-f2ef-4ac8-8a92-0665675dcdf5","Test User 54c6e6e1","1990-01-01","2026-01-08 23:52:45.109598+00","2026-01-08 23:52:45.109598+00",,,"Test","User54c6e6e1","masculino","brasileira",
"2eaf5e1c-0554-4bd8-b976-f2c26c0baf25","Test User b11f0681","1990-01-01","2026-01-08 23:43:05.537636+00","2026-01-08 23:43:05.537636+00",,,"Test","Userb11f0681","masculino","brasileira",
"2f3dc73c-7353-40f2-896d-1462cb8628ce","Test User e71c6022","1990-01-01","2026-01-08 23:42:53.073765+00","2026-01-08 23:42:53.073765+00",,,"Test","Usere71c6022","masculino","brasileira",
"2fe62874-111a-47ba-a33a-2cbfc2004d4e","Test User ec9a98c9","1990-01-01","2026-01-08 21:18:56.518341+00","2026-01-08 21:18:56.518341+00",,,"Test","Userec9a98c9","masculino","brasileira",
"30724b39-1cb8-4e70-a49d-2cca2a78fc57","Test User 94069762","1990-01-01","2026-01-08 22:34:52.575385+00","2026-01-08 22:34:52.575385+00",,,"Test","User94069762","masculino","brasileira",
"307c5774-a400-4171-9fa7-e54a6b682be9","Test User ed31b685","1990-01-01","2026-01-08 19:57:11.593362+00","2026-01-08 19:57:11.593362+00",,,"Test","Usered31b685","masculino","brasileira",
"30ad2eaf-da87-4bbb-9b8b-6bf6346f59cc","Test User b3ac157a","1990-01-01","2026-01-08 23:13:33.246313+00","2026-01-08 23:13:33.246313+00",,,"Test","Userb3ac157a","masculino","brasileira",
"30ee6872-8da3-466f-a4bf-334c6f90ade1","Test User c8e57545","1990-01-01","2026-01-08 21:23:45.902215+00","2026-01-08 21:23:45.902215+00",,,"Test","Userc8e57545","masculino","brasileira",
"31110f02-d107-48db-8d66-3b1208c09ca2","Test User f127877e","1990-01-01","2026-01-08 19:59:05.69315+00","2026-01-08 19:59:05.69315+00",,,"Test","Userf127877e","masculino","brasileira",
"329ff4cf-4ccc-4807-b43f-02dd394e047f","Test User 1000224f","1990-01-01","2026-01-08 23:13:30.0025+00","2026-01-08 23:13:30.0025+00",,,"Test","User1000224f","masculino","brasileira",
"33304fec-ccdc-4569-aa36-651bd0b70ee9","Test User 449d810b","1990-01-01","2026-01-08 20:53:36.198623+00","2026-01-08 20:53:36.198623+00",,,"Test","User449d810b","masculino","brasileira",
"33493b2f-c8f1-497d-a044-355173421f35","Test User 4c30a089","1990-01-01","2026-01-08 21:27:12.716013+00","2026-01-08 21:27:12.716013+00",,,"Test","User4c30a089","masculino","brasileira",
"34e4e624-0299-41cd-b577-3f8a5b4b2487","E2E_Invite_1768017077878_Qym6Nl","2026-01-10","2026-01-10 03:51:18.499939+00","2026-01-10 03:51:18.499939+00",,,"E2E_Invite_1768017077878_Qym6Nl","","feminino","brasileira",
"350a297c-85ee-46f6-9386-a1371234bc37","Test User a965010c","1990-01-01","2026-01-08 22:21:18.135519+00","2026-01-08 22:21:18.135519+00",,,"Test","Usera965010c","masculino","brasileira",
"350ca82b-e12c-484f-950f-56ef4cc8c7bc","E2E_Invite_1768016350302_Morw1M","2026-01-10","2026-01-10 03:39:11.033844+00","2026-01-10 03:39:11.033844+00",,,"E2E_Invite_1768016350302_Morw1M","","feminino","brasileira",
"35c97430-0b41-4b91-9d72-3445c5dd3319","Test User 314e9907","1990-01-01","2026-01-08 21:31:31.061849+00","2026-01-08 21:31:31.061849+00",,,"Test","User314e9907","masculino","brasileira",
"36699323-3b9b-4bfe-b285-37848773f487","Test User 617943e2","1990-01-01","2026-01-08 21:29:52.823506+00","2026-01-08 21:29:52.823506+00",,,"Test","User617943e2","masculino","brasileira",
"36708311-5b20-425c-9522-d3cb4a0702da","Test User ec62a749","1990-01-01","2026-01-08 22:34:39.023402+00","2026-01-08 22:34:39.023402+00",,,"Test","Userec62a749","masculino","brasileira",
"36acc970-c6f5-4d18-bb2d-cde0a7ff4026","Ana Paula Goleira","2007-07-20","2025-12-31 00:00:18.687971+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Ana","Paula Goleira",,"brasileira",
"36faba06-2a09-4191-9a15-e81606b58e5f","Test User ea31bf70","1990-01-01","2026-01-08 21:31:03.357819+00","2026-01-08 21:31:03.357819+00",,,"Test","Userea31bf70","masculino","brasileira",
"36fd9875-9b89-4340-9ad8-138f4d7f348a","Atleta Teste","1990-01-15","2026-01-01 13:01:28.044854+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Atleta","Teste","masculino","brasileira",
"37705305-577b-4d40-a086-900ab957d564","Remove.1767940581711","2026-01-09","2026-01-09 06:36:22.103136+00","2026-01-09 06:36:22.103136+00",,,"Remove.1767940581711","","feminino","brasileira",
"37ff7dfb-301f-4c49-88d9-98cf0d426d37","Test User f2ab0fe8","1990-01-01","2026-01-08 21:31:18.2861+00","2026-01-08 21:31:18.2861+00",,,"Test","Userf2ab0fe8","masculino","brasileira",
"38037643-3c87-4a27-b426-0c46b8f08249","PessoaTreinador Teste1767507509","1990-05-15","2026-01-04 06:18:32.680968+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","PessoaTreinador","Teste1767507509","masculino","brasileira",
"386264c7-2eba-41ff-8d29-e164a7f07495","Test User 96e95b5b","1990-01-01","2026-01-08 20:16:43.308685+00","2026-01-08 20:16:43.308685+00",,,"Test","User96e95b5b","masculino","brasileira",
"38c076fa-c7ba-4290-84c7-3a92ecb916ed","Test User 2e73cc80","1990-01-01","2026-01-08 22:06:18.951003+00","2026-01-08 22:06:18.951003+00",,,"Test","User2e73cc80","masculino","brasileira",
"3a06bf66-b21b-4a60-91a9-630aa5d5cf3a","Test User 670642dc","1990-01-01","2026-01-08 23:53:16.053977+00","2026-01-08 23:53:16.053977+00",,,"Test","User670642dc","masculino","brasileira",
"3a53737c-ccaa-4506-aa8e-f0aeddd2eb49","Pendente.Teste.221639","2026-01-07","2026-01-07 01:16:41.218618+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Pendente.Teste.221639","","feminino","brasileira",
"3b248132-3d15-425d-9ff0-6b84a308c5b4","Test User c1a0285b","1990-01-01","2026-01-08 21:19:01.941981+00","2026-01-08 21:19:01.941981+00",,,"Test","Userc1a0285b","masculino","brasileira",
"3bde350e-58ac-4627-bf69-de1a8f130b35","Test User 1ff15e00","1990-01-01","2026-01-08 21:18:33.763269+00","2026-01-08 21:18:33.763269+00",,,"Test","User1ff15e00","masculino","brasileira",
"3dac77da-3703-45c6-8c57-c27c25f9c020","Test User 1e423901","1990-01-01","2026-01-08 22:46:10.645346+00","2026-01-08 22:46:10.645346+00",,,"Test","User1e423901","masculino","brasileira",
"3e3bc417-bb74-4d01-9ef0-e57f134dfe07","Test User e0780463","1990-01-01","2026-01-08 23:12:57.358377+00","2026-01-08 23:12:57.358377+00",,,"Test","Usere0780463","masculino","brasileira",
"3ed73fcf-3658-489a-a06d-f8b821717c8f","Test User 191a5d6e","1990-01-01","2026-01-08 21:21:47.330615+00","2026-01-08 21:21:47.330615+00",,,"Test","User191a5d6e","masculino","brasileira",
"3f406828-077a-475e-83c6-7156a86c2dd6","Test User a6b26bb9","1990-01-01","2026-01-08 22:11:13.369574+00","2026-01-08 22:11:13.369574+00",,,"Test","Usera6b26bb9","masculino","brasileira",
"3f45a8f3-0d2b-4f4f-972e-349555bef014","Joana Silva","2011-02-21","2025-12-31 00:12:42.594158+00","2026-01-07 02:15:07.68678+00","2026-01-07 02:15:07.68678+00","reset_to_production","Joana","Silva",,"brasileira",
"40e11de3-a2bb-4a8b-8647-131f5e3a2b80","Test User 6e81a9b7","1990-01-01","2026-01-08 21:22:00.158772+00","2026-01-08 21:22:00.158772+00",,,"Test","User6e81a9b7","masculino","brasileira",
"40eb86e0-62d5-4e94-813c-969cd4d14cf1","Test User 019b8c7f","1990-01-01","2026-01-08 22:46:05.556096+00","2026-01-08 22:46:05.556096+00",,,"Test","User019b8c7f","masculino","brasileira",
"413c4808-f4ed-4e92-b088-dcdb88facb6d","Test User 9d743dec","1990-01-01","2026-01-08 21:29:43.135293+00","2026-01-08 21:29:43.135293+00",,,"Test","User9d743dec","masculino","brasileira",
"41aaf818-528d-4c07-a558-fe19742f6b27","Test User a20e7d3b","1990-01-01","2026-01-08 21:22:25.774271+00","2026-01-08 21:22:25.774271+00",,,"Test","Usera20e7d3b","masculino","brasileira",
"41e598d5-0a08-4028-ba9a-4b639a0eb864","E2E_Invite_1768017892377_14Ivh","2026-01-10","2026-01-10 04:04:54.163792+00","2026-01-10 04:04:54.163792+00",,,"E2E_Invite_1768017892377_14Ivh","","feminino","brasileira",
"4210b6ab-9fd8-4bec-b930-810ec974e5ff","Test User 115c6449","1990-01-01","2026-01-08 22:10:45.36902+00","2026-01-08 22:10:45.36902+00",,,"Test","User115c6449","masculino","brasileira",
"42a41f23-f608-4ef4-892f-412c3d717b70","Test User 28a2e955","1990-01-01","2026-01-08 20:16:55.981356+00","2026-01-08 20:16:55.981356+00",,,"Test","User28a2e955","masculino","brasileira",
"42e89b62-d9cd-428f-b226-9355f1f9f1be","Test User a4a0ce78","1990-01-01","2026-01-08 23:13:36.498304+00","2026-01-08 23:13:36.498304+00",,,"Test","Usera4a0ce78","masculino","brasileira",
"4323bf1e-b4c5-4f2d-a6f1-ab0757d8df33","Test User 2459c424","1990-01-01","2026-01-08 20:53:50.862739+00","2026-01-08 20:53:50.862739+00",,,"Test","User2459c424","masculino","brasileira",
"43d62b83-8e9f-4f25-b2c2-b893310878fd","E2E_Invite_1768016083253_Rituwh","2026-01-10","2026-01-10 03:34:45.419413+00","2026-01-10 03:34:45.419413+00",,,"E2E_Invite_1768016083253_Rituwh","","feminino","brasileira",
"43ea07b8-6019-4b34-af23-0feb534621a0","Test User f831258f","1990-01-01","2026-01-08 22:06:03.126965+00","2026-01-08 22:06:03.126965+00",,,"Test","Userf831258f","masculino","brasileira",
"44b21e61-8bf7-46ad-953c-2cdf35952dd4","Test User f23b7c12","1990-01-01","2026-01-08 21:23:36.666346+00","2026-01-08 21:23:36.666346+00",,,"Test","Userf23b7c12","masculino","brasileira",
